"ID","Name","Location","AutoBegin","AutoResult","RoundNumber","WaitingRound","SlotConditions","OriginalConfigPath"
"5000677","神圣审判","上城区:[7,12]","0","0","1","0","s1: type=char, any={""魔力"":8,""正教的信徒"":1}","data/config/rite/5000677.json"
"5000678","苏丹的质询","宫廷:[2,6]","0","0","1","3","s1: type=char, 主角=1 / s2: type=item, cost.金币=8","data/config/rite/5000678.json"
"5000679","诸地暴乱","野外:[9,14]","0","0","1","3","s1: type=item, is=2000377 / s2: any={""all"":{""type"":""item"",""is"":2000172}} / s3: type=char / s4: type=char","data/config/rite/5000679.json"
"5000680","法尔达克的友谊","上城区:[7,12]","0","0","1","3","s1: type=char, is=2000350, 质子=1 / s2: type=item, 思潮=1","data/config/rite/5000680.json"
"5000681","修建暗渠","野外:[9,14]","0","0","7","0","s1: type=char / s2: type=char / s3: type=char / s4: type=item, cost.金币=8","data/config/rite/5000681.json"
"5000682","祈雨献祭","野外:[9,14]","0","0","3","0","s1: type=char, 黑暗知识=1 / s2: type=char / s3: any={""type"":""char"",""任意处置"":1}, !主角=1, !怪物=1, !动物=1 / s4: type=item, cost.消耗品==1","data/config/rite/5000682.json"
"5000683","悄无声息的离去","野外:[9,14]","1","0","3","0","s1: is=2000069","data/config/rite/5000683.json"
"5000684","以身试刃","上城区:[1,6]","0","0","1","3","s1: type=char, is=2000056 / s2: type=sudan, 杀戮=1, rare<==3","data/config/rite/5000684.json"
"5000685","实地走访","上城区:[1,6]","0","0","7","3","s1: type=char / s2: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000685.json"
"5000686","初步调查","野外:[9,14]","0","0","1","0","s1: type=char / s2: type=char / s3: type=item, cost.金币=3 / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000686.json"
"5000687","深入调查","野外:[9,14]","0","0","1","0","s1: type=char, is=2000056 / s2: type=char / s3: type=char / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000687.json"
"5000688","收服盖斯","自宅:[2,12]","0","0","1","0","s1: is=2000056 / s2: type=item, any={""is"":2000412}","data/config/rite/5000688.json"
"5000701","冒险的冲动（废弃）","自宅:[2,12]","0","0","1","0","s1: is=2000054 / s2: type=char, !s3=1, !s4=1 / s3: type=char, !s2=1, !s4=1 / s4: type=char, !s2=1, !s3=1","data/config/rite/5000701.json"
"5000702","无尽黄沙","野外:[9,14]","0","0","7","2","s1: is=2000054, counter.7000228>==1 / s2: type=char, 生存>==4 / s3: type=char, 战斗>==4 / s4: type=char, 智慧>==4","data/config/rite/5000702.json"
"5000703","狂风峡谷","野外:[9,14]","0","0","3","2","s1: is=2000054, counter.7000228>==1 / s2: type=char, 魔力>==5 / s3: type=char, 弓箭=1 / s4: type=char, 生存>==4","data/config/rite/5000703.json"
"5000704","暗影神殿","野外:[9,14]","0","0","3","2","s1: is=2000054, counter.7000228>==1 / s2: any={""type"":""char"",""任意处置"":1}, !怪物=1, !动物=1 / s3: type=char / s4: type=char","data/config/rite/5000704.json"
"5000705","妖精森林","野外:[9,14]","0","0","3","2","s1: is=2000054, counter.7000228>==1 / s2: type=char, 生存>==4 / s3: type=char, 战斗>==4 / s4: type=char, 智慧>==4","data/config/rite/5000705.json"
"5000706","哲巴尔的友谊","自宅:[2,12]","0","0","1","3","s1: is=2000054 / s2: type=item, 思潮=1","data/config/rite/5000706.json"
"5000707","末日火山（废弃）","野外:[9,14]","0","0","0","0","s1: is=2000317 / s2: is=2000318 / s3: is=2000319 / s4: is=2000320","data/config/rite/5000707.json"
"5000708","火山魔龙","野外:[9,14]","0","0","0","10","s1: type=char / s2: type=char / s3: type=char / s4: type=char","data/config/rite/5000708.json"
"5000709","刀剑问答","自宅:[2,6]","0","0","1","2","s1: is=2000054 / s2: type=char, 主角=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0 / s4: type=item, cost.消耗品==1","data/config/rite/5000709.json"
"5000710","护花使者","自宅:[2,12]","1","0","1","0","s1: is=2000064 / s2: type=char, 贵族=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0 / s4: type=item, cost.消耗品==1","data/config/rite/5000710.json"
"5000711","足以传世的画像","自宅:[2,12]","0","0","1","0","s1: is=2000064 / s2: is=2000333","data/config/rite/5000711.json"
"5000712","一桩趣事","自宅:[2,12]","0","0","1","0","s1: is=2000064 / s2: type=char, any={""主角"":1,""妻子"":1}","data/config/rite/5000712.json"
"5000713","靠不住的盟友","上城区:[1,6]","1","1","1","0","s1: is=2000064 / s2: any={""all"":{""type"":""item"",""is"":2000767}} / s3: type=sudan, f:rare-s1.rare<==0","data/config/rite/5000713.json"
"5000714","花花公子的收服（废弃）","自宅:[2,12]","0","0","1","3","s1: is=2000064 / s2: type=item, 思潮=1","data/config/rite/5000714.json"
"5000715","废弃","自宅:[2,12]","0","0","1","7","s1: type=char","data/config/rite/5000715.json"
"5000716","废弃","自宅:[2,12]","0","0","1","7","s1: type=char","data/config/rite/5000716.json"
"5000717","废弃","自宅:[2,12]","0","0","1","7","s1: type=char","data/config/rite/5000717.json"
"5000718","废弃","自宅:[2,12]","0","0","1","7","s1: type=char","data/config/rite/5000718.json"
"5000719","废弃","自宅:[2,12]","0","0","1","7","s1: type=char","data/config/rite/5000719.json"
"5000720","宰相的召见","宫廷:[2,6]","0","0","1","5","s1: is=2000349 / s2: type=char, 主角=1","data/config/rite/5000720.json"
"5000721","无故缺勤的臣子","上城区:[1,6]","0","0","1","5","s1: is=2000356, 锁定穆尔台兹=1 / s2: type=char / s3: type=item, cost.金币=3","data/config/rite/5000721.json"
"5000722","回报宰相","宫廷:[2,6]","0","0","1","3","s1: type=item, is=2000373","data/config/rite/5000722.json"
"5000723","宰相的召见","宫廷:[2,6]","0","0","1","5","s1: is=2000349 / s2: type=char, 主角=1","data/config/rite/5000723.json"
"5000724","虫豸怎敢","上城区:[1,6]","0","0","1","3","s1: is=2000356, 锁定穆尔台兹=1 / s2: type=char","data/config/rite/5000724.json"
"5000725","终结苦痛","上城区:[1,6]","0","0","1","3","s1: is=2000356, 锁定穆尔台兹=1 / s2: type=char / s3: type=sudan, rare<==2, 杀戮=1","data/config/rite/5000725.json"
"5000726","回报宰相","宫廷:[2,6]","0","0","1","3","s1: type=item, any={""is"":2000375}","data/config/rite/5000726.json"
"5000727","放过他","上城区:[1,6]","0","0","1","3","s1: is=2000356, 锁定穆尔台兹=1 / s2: type=char / s3: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000727.json"
"5000728","宰相的召见","宫廷:[2,6]","1","0","0","0","s1: is=2000349 / s2: type=char","data/config/rite/5000728.json"
"5000729","散尽家财","上城区:[1,6]","0","0","1","3","s1: is=2000062 / s2: type=char / s3: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000729.json"
"5000730","回报宰相","宫廷:[2,6]","0","0","1","3","s1: type=item, cost.金币=10","data/config/rite/5000730.json"
"5000731","项目投资","上城区:[1,6]","0","0","4","4","s1: is=2000352 / s2: type=char / s3: type=item, cost.金币=[5,10], 金币>==5 / s4: type=sudan, 奢靡=1, rare<==2","data/config/rite/5000731.json"
"5000732","项目投资·二","上城区:[1,6]","0","0","4","4","s1: is=2000352 / s2: type=char / s3: type=item, cost.金币=[5,10], 金币>==5 / s4: type=sudan, rare<==2, any={""奢靡"":1,""杀戮"":1}","data/config/rite/5000732.json"
"5000733","收服玛希尔","自宅:[2,12]","1","0","1","0","s1: is=2000352","data/config/rite/5000733.json"
"5000734","长期研究","上城区:[1,6]","0","0","7","1","s1: is=2000352 / s2: type=char / s3: type=item, cost.金币=[5,20] / s4: any={""all"":{""type"":""item"",""is"":2001024}}","data/config/rite/5000734.json"
"5000735","火山魔龙-决战","野外:[9,14]","1","0","1","0","s1: is=2000332 / s2: type=char, 屠龙者=1 / s3: type=char, 屠龙者=1 / s4: type=char, 屠龙者=1","data/config/rite/5000735.json"
"5000736","踏入黑夜（废弃）","黑街:[1,9]","0","0","1","7","s1: is=2000022 / s2: type=char, 主角=1 / s3: any={""type"":""char"",""任意处置"":1}, !怪物=1, !动物=1 / s4: type=sudan, any={""杀戮"":1,""纵欲"":1}, f:rare-s3.rare<==0","data/config/rite/5000736.json"
"5000737","活人献祭","黑街:[1,9]","0","0","1","1","s1: is=2000462 / s2: type=char, any={""密教徒"":1,""黑暗知识"":1} / s3: any={""!怪物"":1,""妖精"":1,""荆棘戒指"":1}, !主角=1, !食客=1, !动物=1 / s4: type=sudan, any={""杀戮"":1,""all"":{""纵欲"":1,""counter.7000083<"":1}}, f:rare-s3.rare<==0","data/config/rite/5000737.json"
"5000738","召唤邪物","黑街:[1,9]","0","0","1","1","s1: is=2000489 / s2: type=char, 黑暗知识=1 / s3: type=char, 密教徒=1 / s4: type=char, 密教徒=1","data/config/rite/5000738.json"
"5000739","看书-怪诞的书（废弃）","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000464 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5000739.json"
"5000740","血炼熔炉","黑街:[1,9]","0","0","1","1","s1: is=2000490 / s2: type=char, 黑暗知识=1 / s3: type=item, 武器=1, !血肉附魔=1 / s4: any={""type"":""char"",""任意处置"":1}, !主角=1","data/config/rite/5000740.json"
"5000741","获得禁忌的古书","商业区:[10,19]","0","0","1","0","s1: type=char / s2: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000741.json"
"5000742","魔力增长仪式","黑街:[1,9]","0","0","1","1","s1: is=2000491 / s2: type=char, 黑暗知识=1 / s3: type=item, cost.2000463=1 / s4: any={""type"":""char"",""任意处置"":1}, !主角=1","data/config/rite/5000742.json"
"5000743","黑暗火锅仪式","黑街:[1,9]","0","0","1","1","s1: is=2000466 / s2: type=char, any={""黑暗知识"":1,""密教徒"":1} / s3: type=char, any={""黑暗知识"":1,""密教徒"":1} / s4: type=char, any={""黑暗知识"":1,""密教徒"":1}","data/config/rite/5000743.json"
"5000744","看书-禁忌的古书","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000465 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5000744.json"
"5000745","研究神秘的锅","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000466 / s2: type=char","data/config/rite/5000745.json"
"5000746","传播密教理念","自宅:[2,12]","0","0","1","1","s1: type=char, 主角=1 / s2: type=char, !密教徒=1, any={""!动物"":1,""is"":2000461}, !怪物=1, !已安利=1 / s3: type=item, 思潮=1, any={""is"":2000412} / s4: type=item, 空屋=1, any={""s3.is"":2000412}","data/config/rite/5000746.json"
"5000747","处置女邪术师","自宅:[2,12]","0","0","1","1","s1: is=2000190 / s2: type=char, 主角=1 / s3: type=sudan, !s4=1, 纵欲=1, rare<==3 / s4: type=sudan, !s3=1, 杀戮=1, rare<==3","data/config/rite/5000747.json"
"5000748","奈布哈尼决斗（废弃）","上城区:[1,6]","1","0","1","0","s1: is=2000064 / s2: type=char, 贵族=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0 / s4: type=item, cost.消耗品==1","data/config/rite/5000748.json"
"5000749","一起玩个够","上城区:[1,6]","1","0","1","1","s1: is=2000064 / s2: type=char, 主角=1 / s3: type=sudan, 奢靡=1, f:rare-s1.rare<==0 / s4: type=item, cost.金币==10","data/config/rite/5000749.json"
"5000750","黄沙的背后","自宅:[2,12]","0","0","1","1","s1: type=item, 正在阅读=1, 读物=1, is=2000707 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5000750.json"
"5000751","呼啸的山风","自宅:[2,12]","0","0","1","1","s1: type=item, 正在阅读=1, 读物=1, is=2000708 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5000751.json"
"5000752","夺宝奇兵","自宅:[2,12]","0","0","1","1","s1: type=item, 正在阅读=1, 读物=1, is=2000709 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5000752.json"
"5000753","妖精国游记","自宅:[2,12]","0","0","1","1","s1: type=item, 正在阅读=1, 读物=1, is=2000710 / s2: type=char, !动物=1, !怪物=1","data/config/rite/5000753.json"
"5000754","将军夜猎","野外:[1,6]","0","0","1","3","s1: type=char, is=2000054 / s2: type=item, is=2000712 / s3: type=char, 主角=1 / s4: type=sudan, 征服=1, rare<==2","data/config/rite/5000754.json"
"5000755","一件残酷的礼物","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000711 / s2: type=char, 追随者=1, !主角=1, !动物=1","data/config/rite/5000755.json"
"5000756","狰狞美味","自宅:[2,12]","0","0","1","2","s1: type=char, !怪物=1, !动物=1 / s2: type=char, !怪物=1, !动物=1","data/config/rite/5000756.json"
"5000757","一件残酷的礼物","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000711 / s2: type=char, is=2000054","data/config/rite/5000757.json"
"5000758","一件凶煞的商品","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000711","data/config/rite/5000758.json"
"5000759","意料中的买家","自宅:[2,12]","1","0","1","0","s1: type=char, is=2000054","data/config/rite/5000759.json"
"5000760","黑街的拳斗士？","商业区:[10,19]","0","0","1","1","s1: type=char, 主角=1 / s2: type=item, cost.消耗品==1, !金币=1 / s3: is=2000730","data/config/rite/5000760.json"
"5000761","您也不想别人知道吧","上城区:[1,12]","0","0","1","1","s1: type=char, is=2000054 / s2: type=item, !s3=1, !s4=1, is=2000731 / s3: type=item, !s2=1, !s4=1, is=2000731 / s4: type=item, !s2=1, !s3=1, is=2000731","data/config/rite/5000761.json"
"5000762","公开的拳斗","商业区:[10,19]","0","0","1","4","s1: type=char, is=2000054 / s2: type=char, 主角=1 / s3: type=item, cost.消耗品==1, !金币=1, 情报=1","data/config/rite/5000762.json"
"5000763","黑街扬名","黑街:[2,5]","0","0","1","1","s1: type=item, is=2000731","data/config/rite/5000763.json"
"5000764","有人准备挑战你","自宅:[2,12]","1","0","5","0","s1: is=2000064 / s2: type=item, is=2000751","data/config/rite/5000764.json"
"5000765","护花使者","自宅:[2,12]","1","0","1","0","s1: is=2000064 / s2: type=char, 贵族=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0 / s4: type=item, cost.消耗品==1","data/config/rite/5000765.json"
"5000766","避避风头","野外:[1,14]","1","0","3","0","s1: is=2000064","data/config/rite/5000766.json"
"5000767","肉体展览","上城区:[1,6]","0","0","1","2","s1: is=2000770 / s2: is=2000851 / s3: is=2000852 / s4: is=2000064","data/config/rite/5000767.json"
"5000768","奴隶交易（废弃）","上城区:[1,6]","1","0","1","2","s1: is=2000772 / s2: type=item, cost.金币=[3,6] / s3: type=sudan, 奢靡=1, f:rare-s1.rare<==0","data/config/rite/5000768.json"
"5000769","奴隶交易(废弃)","上城区:[1,6]","1","0","1","2","s1: is=2000772 / s2: type=item, cost.金币=[3,6] / s3: type=sudan, 奢靡=1, f:rare-s1.rare<==0","data/config/rite/5000769.json"
"5000770","深夜访客","自宅:[2,12]","0","0","1","3","s1: is=2000771, 芮尔=1 / s2: any={""is"":2010005,""all"":{""is"":2000382,""cost.可堆叠="":1},""cost.金币="":1}","data/config/rite/5000770.json"
"5000771","浪子的思绪","自宅:[2,12]","0","0","1","0","s1: type=char, is=2000064 / s2: type=char, 主角=1","data/config/rite/5000771.json"
"5000772","那个女人","商业区:[10,19]","1","0","1","0","s1: is=2000772 / s2: is=2000064","data/config/rite/5000772.json"
"5000773","酩酊一醉","商业区:[10,19]","0","0","1","6","s1: is=2000064 / s2: type=item, cost.金币=10","data/config/rite/5000773.json"
"5000774","欢愉之馆的新人","商业区:[10,19]","1","0","1","0","s1: is=2000772","data/config/rite/5000774.json"
"5000775","浪子的思绪","自宅:[2,12]","0","0","1","0","s1: type=char, is=2000064 / s2: type=char, 主角=1","data/config/rite/5000775.json"
"5000776","不是故意","自宅:[2,12]","1","0","1","0","s1: type=item, is=2000083, cost.不满=1","data/config/rite/5000776.json"
"5000777","奢侈的欢欣","自宅:[2,12]","0","0","1","3","s1: type=char, is=2000772 / s2: type=item, cost.金币=15","data/config/rite/5000777.json"
"5000778","久违的清净","自宅:[2,12]","1","0","1","0","s1: type=item, is=2000083, cost.不满=1","data/config/rite/5000778.json"
"5000779","未被满足的渴求","自宅:[2,12]","0","0","1","10","s1: type=char, is=2000772 / s2: type=item, 空屋=1 / s3: type=sudan, f:rare-s2.rare<==0, 奢靡=1","data/config/rite/5000779.json"
"5000780","另谋出路","商业区:[10,19]","1","0","1","0","s1: type=char, is=2000772","data/config/rite/5000780.json"
"5000781","懂的都懂","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000775 / s2: type=char, any={""男性"":1,""女性"":1}, !怪物=1","data/config/rite/5000781.json"
"5000782","决裂","自宅:[2,12]","1","0","1","0","s1: is=2000064 / s2: type=char, 贵族=1 / s3: type=sudan, 杀戮=1, f:rare-s1.rare<==0 / s4: type=item, cost.消耗品==1","data/config/rite/5000782.json"
"5000783","金屋藏娇","奇珍:12","1","0","5","0","s1: is=2000772, 纳入收藏=1 / s2: type=item, 金屋藏娇=1 / s3: type=item, cost.金币=3","data/config/rite/5000783.json"
"5000784","微小的麻烦","商业区:[10,19]","0","0","1","5","s1: is=2000773 / s2: type=char, any={""追随者"":1,""主角"":1} / s3: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000784.json"
"5000785","精致的礼物","自宅:[2,12]","0","0","1","1","s1: type=item, is=2000778 / s2: type=char, any={""追随者"":1,""主角"":1}, !怪物=1, !动物=1","data/config/rite/5000785.json"
"5000786","火中的自由","商业区:[10,19]","0","0","1","1","s1: is=2000773 / s2: type=char, any={""追随者"":1,""主角"":1} / s3: type=char, any={""追随者"":1,""all"":{""s2"":1,""any"":{""怪物"":1,""动物"":1}}} / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000786.json"
"5000787","探访","上城区:[7,12]","0","0","1","5","s1: is=2000773 / s2: type=char, is=2000064 / s3: type=char, 主角=1 / s4: type=item, 思潮=1","data/config/rite/5000787.json"
"5000788","你所能做到的","上城区:[7,12]","0","0","1","7","s1: is=2000773 / s2: type=char, any={""女性"":1,""is"":2000064} / s3: type=char, any={""女性"":1,""is"":2000064} / s4: type=char, any={""女性"":1,""is"":2000064}","data/config/rite/5000788.json"
"5000789","纺织教室","上城区:[7,12]","0","0","5","0","s1: is=2000773 / s2: type=char, 智慧>==4","data/config/rite/5000789.json"
"5000790","蓝巾","上城区:[7,12]","0","0","1","7","s1: is=2000773 / s2: type=char, 主角=1 / s3: type=item, any={""is"":2000541}","data/config/rite/5000790.json"
"5000791","黑街勇士讨伐战","自宅:[2,12]","0","0","1","3","s1: is=2000784 / s2: type=char, 主角=1 / s3: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000791.json"
"5000792","都城武馆征伐战","自宅:[2,12]","0","0","1","3","s1: is=2000785 / s2: type=char, 主角=1, !已装备=1 / s3: type=item, cost.消耗品==1, !金币=1, 情报=1","data/config/rite/5000792.json"
"5000793","天下武学验证战","自宅:[2,12]","0","0","1","3","s1: is=2000786 / s2: is=2000787 / s3: type=char, 主角=1 / s4: type=char, is=2000064","data/config/rite/5000793.json"
"5000794","天下武学验证战？","上城区:[7,12]","0","0","1","3","s1: is=2000789 / s2: type=char, is=2000064 / s3: type=char, 主角=1 / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000794.json"
"5000795","最受欢迎的男人","商业区:[10,19]","0","0","1","3","s1: is=2000791, 蒙面苏丹=1 / s2: type=char, is=2000064 / s3: type=char, 主角=1, 魅力>==5 / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000795.json"
"5000796","苏丹的游戏","商业区:[10,19]","0","0","3","5","s1: is=2000024 / s2: type=char, 妓女=1, !is=2000792 / s3: type=char, 妓女=1, !is=2000792 / s4: type=char, 贵族=1, 男性=1, !主角=1, !银趴绝缘者=1","data/config/rite/5000796.json"
"5000797","游戏的准备","商业区:[10,19]","0","0","1","0","s1: is=2000792 / s2: type=item, cost.金币==30 / s3: type=item, cost.金币==10","data/config/rite/5000797.json"
"5000798","你的游戏","商业区:[10,19]","1","0","1","0","s1: is=2000024 / s2: type=char, any={""is"":2000082} / s3: type=char, 贵族=1, 男性=1, !主角=1, !银趴绝缘者=1 / s4: type=char, !贵族=1, 男性=1, !主角=1, !银趴绝缘者=1","data/config/rite/5000798.json"
"5000799","寻欢作乐的高手","自宅:[2,12]","0","0","1","0","s1: is=2000064 / s2: type=char, 主角=1","data/config/rite/5000799.json"
"5000800","你的游戏","商业区:[10,19]","1","0","1","0","s1: is=2000024 / s2: type=char, any={""is"":2000082} / s3: type=char, 贵族=1, 男性=1, !主角=1, !银趴绝缘者=1 / s4: type=char, !贵族=1, 男性=1, !主角=1, !银趴绝缘者=1","data/config/rite/5000800.json"
"5000801","朱娜的游戏","商业区:[10,19]","0","0","1","3","s1: is=2000080 / s2: any={""all"":{""type"":""sudan"",""!s5.苏丹卡"":1,""!s8.苏丹卡"":1,""!s11.苏丹卡"":1,""!s12.苏丹卡"":1}} / s3: type=char, 被覆者=1 / s4: type=char, !银趴绝缘者=1, !怪物=1, !动物=1, !主角=1, !is=2000024","data/config/rite/5000801.json"
"5000802","贾丽拉的游戏","商业区:[10,19]","0","0","1","3","s1: is=2000081 / s2: type=char, 主角=1 / s3: type=sudan, rare<==3 / s4: is=2000064, 奈布哈尼准备银趴=1","data/config/rite/5000802.json"
"5000803","夏玛的游戏","商业区:[10,19]","0","0","1","3","s1: any={""all"":{""type"":""sudan"",""!s3.苏丹卡"":1,""!s5.苏丹卡"":1,""!s7.苏丹卡"":1,""!s9.苏丹卡"":1}} / s2: type=char, is=2000082 / s3: any={""all"":{""type"":""sudan"",""!s1.苏丹卡"":1,""!s5.苏丹卡"":1,""!s7.苏丹卡"":1,""!s9.苏丹卡"":1}} / s4: type=char, is=2000064, 奈布哈尼准备银趴=1","data/config/rite/5000803.json"
"5000804","索拉薇儿的游戏","商业区:[10,19]","1","0","1","3","s1: is=2000080 / s2: type=char, 索拉薇儿的客人=1, !银趴绝缘者=1 / s3: type=char, 索拉薇儿的客人=1, !银趴绝缘者=1 / s4: type=char, 索拉薇儿的客人=1, !银趴绝缘者=1","data/config/rite/5000804.json"
"5000805","浪子的悲哀","自宅:[2,12]","0","0","1","3","s1: is=2000064 / s2: type=char, 主角=1 / s3: type=item, 思潮=1, !is=2000728","data/config/rite/5000805.json"
"5000806","朱娜的游戏","商业区:[10,19]","1","0","1","3","s1: is=2000080 / s2: type=char, is=2000064 / s3: type=char, 朱娜的客人=1, !银趴绝缘者=1 / s4: type=char, 朱娜的客人=1, !银趴绝缘者=1","data/config/rite/5000806.json"
"5000807","贾丽拉的游戏","商业区:[10,19]","1","0","1","3","s1: is=2000080 / s2: type=char, is=2000064 / s3: type=char, 贾丽拉的客人=1, !银趴绝缘者=1 / s4: type=char, 贾丽拉的客人=1, !银趴绝缘者=1","data/config/rite/5000807.json"
"5000808","夏玛的游戏","商业区:[10,19]","1","0","1","3","s1: is=2000080 / s2: type=char, is=2000064 / s3: type=char, 夏玛的客人=1, !银趴绝缘者=1 / s4: type=char, 夏玛的客人=1, !银趴绝缘者=1","data/config/rite/5000808.json"
"5000809","索拉薇儿的游戏","商业区:[10,19]","1","0","1","3","s1: is=2000080 / s2: type=char, is=2000064 / s3: type=char, 索拉薇儿的客人=1, !银趴绝缘者=1 / s4: type=char, 索拉薇儿的客人=1, !银趴绝缘者=1","data/config/rite/5000809.json"
"5000810","帮派斗争","黑街:[2,5]","0","0","1","3","s1: is=2000771, 芮尔=1 / s2: type=item, is=2000965 / s3: type=item, cost.消耗品==1, !金币=1 / s4: type=item, cost.金币==5","data/config/rite/5000810.json"
"5000811","与豺狼帮合作","奇珍:10","1","0","7","0","s1: is=2001057, 纳入收藏=1","data/config/rite/5000811.json"
"5000812","芮尔的匪帮","奇珍:11","0","0","1","0","s1: type=item, 芮尔手下=1, is=2000965, counter.7000465<=1 / s2: type=item, 芮尔手下=1, is=2000966, counter.7000465<=1 / s3: type=item, 芮尔手下=1, is=2000967, counter.7000465<=1 / s4: type=item, 芮尔手下=1, is=2000968, counter.7000465<=1","data/config/rite/5000812.json"
"5000813","追猎豺狼","黑街:[2,5]","0","0","2","7","s1: type=char, 芮尔=1, is=2000771 / s2: type=item, 芮尔手下=1, is=2000965 / s3: type=char / s4: type=item, cost.金币==5","data/config/rite/5000813.json"
"5000814","肝胆相照","黑街:[2,5]","0","0","1","3","s1: type=char, 芮尔=1, is=2000771 / s2: type=char, 主角=1 / s3: type=char, !主角=1","data/config/rite/5000814.json"
"5000815","我要去妓院！","黑街:[2,5]","0","0","1","7","s1: type=char, 芮尔=1, is=2000771 / s2: type=item, 芮尔手下=1 / s3: type=char, any={""主角"":1,""is"":2000064} / s4: type=item, cost.金币==20","data/config/rite/5000815.json"
"5000816","惊天大姐案","商业区:[10,19]","0","0","1","3","s1: type=char, 芮尔=1, is=2000771 / s2: type=item, 芮尔手下=1 / s3: type=char / s4: type=char","data/config/rite/5000816.json"
"5000817","我，白嫖","商业区:[10,19]","0","0","1","3","s1: type=char, is=2000792 / s2: type=char / s3: type=item, cost.金币==20 / s4: type=sudan, 奢靡=1, rare<==3","data/config/rite/5000817.json"
"5000818","追查猎奴人","黑街:[2,5]","0","0","1","7","s1: type=char, is=2000771, 芮尔=1 / s2: type=char / s3: type=item, cost.金币==20 / s4: type=item, cost.消耗品==1, !金币=1","data/config/rite/5000818.json"
"5000819","赤裸的茶会","商业区:[10,19]","0","0","1","7","s1: type=char, is=2000771, 芮尔=1 / s2: type=char, 主角=1 / s3: type=char, !动物=1 / s4: type=char, !主角=1, !动物=1","data/config/rite/5000819.json"
"5000820","从实招来","黑街:[2,5]","0","0","1","3","s1: type=char, is=2000771, 芮尔=1 / s2: type=char, is=2000971 / s3: type=item, is=2000973 / s4: type=item, is=2000974","data/config/rite/5000820.json"
"5000821","宰相的暗示","上城区:[7,12]","0","0","1","3","s1: type=item, is=2000977 / s2: type=char, is=2000349","data/config/rite/5000821.json"
"5000822","猎团余党","野外:[1,14]","0","0","1","0","s1: type=item, is=2000978 / s2: type=item, is=2000978 / s3: type=char, 芮尔=1, is=2000771 / s4: type=item, 芮尔手下=1","data/config/rite/5000822.json"
"5000823","猎团余党","野外:[1,14]","0","0","1","0","s1: type=item, is=2000978 / s2: type=item, is=2000978 / s3: type=char, 芮尔=1, is=2000771 / s4: type=item, 芮尔手下=1","data/config/rite/5000823.json"
"5000824","猎团余党","野外:[1,14]","0","0","1","0","s1: type=item, is=2000978 / s2: type=item, is=2000978 / s3: type=char, 芮尔=1, is=2000771 / s4: type=item, 芮尔手下=1","data/config/rite/5000824.json"
"5000825","乱军","野外:[1,14]","0","0","1","7","s1: type=item, is=2000979 / s2: type=item, is=2000980 / s3: type=item, is=2000981 / s4: type=item, is=2000968","data/config/rite/5000825.json"
"5000826","白银马鞍","自宅:[2,14]","0","0","1","1","s1: type=item, is=2000983 / s2: type=char, !怪物=1, !动物=1","data/config/rite/5000826.json"
"5000827","蛮野之心","自宅:[2,14]","0","0","1","1","s1: type=item, is=2000982 / s2: type=char, 芮尔=1, is=2000771","data/config/rite/5000827.json"
"5000828","纠纷的任务","黑街:[1,5]","0","0","1","7","s1: type=char, is=2000013 / s2: type=char, is=2000991 / s3: type=sudan, !征服=1, any={""all"":{""s7"":1,""rare<="":3}} / s4: type=item, cost.金币=[10,20]","data/config/rite/5000828.json"
"5000829","故国的复仇","野外:[1,14]","1","0","1","0","s1: type=char, is=2000013 / s2: type=char, is=2000992 / s3: type=item, is=2000993 / s4: type=item, cost.剑客蓄势=[1,10]","data/config/rite/5000829.json"
"5000830","讨伐无道","野外:[1,14]","1","0","1","0","s1: type=char, is=2000013 / s2: type=char, is=2000992 / s3: type=item, is=2000993 / s4: type=item, cost.剑客蓄势=[1,10]","data/config/rite/5000830.json"
