file,line,method,discovery_reason,status,text
ui/card_widget.gd,758,_rebuild,visual_literal,UNREVIEWED,"var foreground := _face_texture(""Foreground"", load(""res://assets/original/ui/%s_f.png"" % tier), Rect2(Vector2.ZERO, CARD_SIZE))"
ui/card_widget.gd,767,_rebuild,visual_literal,UNREVIEWED,"_face_texture(""Flash"", load(""res://assets/original/ui/card_outline.png""), Rect2(Vector2(-31, -45), Vector2(256, 512)))"
ui/card_widget.gd,786,_rebuild,visual_literal,UNREVIEWED,"var badge_rect := Rect2(59.5, 332, 75, 78) if item_badge else Rect2(57, 332, 80, 80)"
ui/card_widget.gd,788,_rebuild,visual_literal,UNREVIEWED,"badge.add_child(_source_number(""Count"", str(count), 58.0, Rect2(Vector2.ZERO, badge_rect.size)))"
ui/card_widget.gd,793,_rebuild,visual_literal,UNREVIEWED,"var life_bg := _face_texture(""LifeBg"", load(""res://assets/original/ui/bg_green.png""), Rect2(57.5, -45, 98, 45))"
ui/card_widget.gd,796,_rebuild,visual_literal,UNREVIEWED,"clock.position = Vector2(-19, 1.5)"
ui/card_widget.gd,797,_rebuild,visual_literal,UNREVIEWED,"clock.size = Vector2(38, 42)"
ui/card_widget.gd,808,_rebuild,visual_literal,UNREVIEWED,"dot.position = Vector2(-7.2, 23.1)"
ui/card_widget.gd,809,_rebuild,visual_literal,UNREVIEWED,"dot.size = Vector2(50, 30)"
ui/card_widget.gd,818,_rebuild,visual_literal,UNREVIEWED,"Rect2(24, -2.5, 74, 50)"
ui/card_widget.gd,827,_source_number,visual_literal,UNREVIEWED,"func _source_number(node_name: String, value: String, glyph_height: float, rect: Rect2) -> Control:"
ui/card_widget.gd,928,_rarity_color,visual_literal,UNREVIEWED,"return Color(""#b28755"")"
ui/card_widget.gd,930,_rarity_color,visual_literal,UNREVIEWED,"return Color(""#bcc7d4"")"
ui/card_widget.gd,934,_rarity_color,visual_literal,UNREVIEWED,"return Color(""#d9d3ff"")"
ui/change_name_view.gd,15,<file>,constant;visual_literal,UNREVIEWED,"const DESIGN_SPACE := Vector2(3840, 2160)"
ui/change_name_view.gd,17,<file>,constant;visual_literal,UNREVIEWED,"const BAR_SIZE := Vector2(2534.3967, 0.0) # authored sizeDelta before layout"
ui/change_name_view.gd,19,<file>,constant;visual_literal,UNREVIEWED,"const CONTENT_PADDING := Vector4(270, 200, 300, 400) # left/top/right/bottom"
ui/change_name_view.gd,20,<file>,constant;visual_literal,UNREVIEWED,"const INPUT_SIZE := Vector2(826, 90)"
ui/change_name_view.gd,21,<file>,constant,UNREVIEWED,const MAX_NAME_LENGTH := 20
ui/change_name_view.gd,43,_build,visual_literal,UNREVIEWED,bar.position = (DESIGN_SPACE - BAR_SIZE) * 0.5
ui/change_name_view.gd,52,_build,visual_literal,UNREVIEWED,bg.position = Vector2.ZERO
ui/change_name_view.gd,60,_build,visual_literal,UNREVIEWED,"var content_rect := _unity_rect(BAR_SIZE, Vector2(0, 0), Vector2(0, 0), Vector2(0, 0), Vector2(0, 0), Vector2(0.5, 0))"
ui/change_name_view.gd,64,_build,visual_literal,UNREVIEWED,"text.size = Vector2(BAR_SIZE.x - CONTENT_PADDING.x - CONTENT_PADDING.z, 0)"
ui/change_name_view.gd,73,_build,visual_literal,UNREVIEWED,"text.add_theme_color_override(""default_color"", Color(0.8627451, 0.8117647, 0.6039216, 1))"
ui/change_name_view.gd,81,_build,visual_literal,UNREVIEWED,"var input_rect := _unity_rect(text.size, Vector2(0.5, 0), Vector2(0.5, 0), Vector2(0, -36), INPUT_SIZE, Vector2(0.5, 1))"
ui/change_name_view.gd,90,_build,visual_literal,UNREVIEWED,input.position = Vector2.ZERO
ui/change_name_view.gd,95,_build,visual_literal,UNREVIEWED,"input.add_theme_color_override(""font_color"", Color(1, 0.9764706, 0.6862745, 1))"
ui/change_name_view.gd,97,_build,visual_literal,UNREVIEWED,"input.add_theme_color_override(""font_placeholder_color"", Color(0.8113208, 0.8113208, 0.8113208, 0.5))"
ui/change_name_view.gd,115,_build,visual_literal,UNREVIEWED,"var error_rect := _unity_rect(text.size, Vector2(0.5, 0.5), Vector2(0.5, 0.5), Vector2(0, -227), Vector2(324, 48), Vector2(0.5, 0))"
ui/change_name_view.gd,122,_build,visual_literal,UNREVIEWED,"error.add_theme_color_override(""font_color"", Color(""#e06a4e""))"
ui/change_name_view.gd,128,_build,visual_literal,UNREVIEWED,"var icon_rect := _unity_rect(BAR_SIZE, Vector2(1, 0), Vector2(1, 0), Vector2(-274, 66), Vector2(471, 1028), Vector2(0.5, 0))"
ui/change_name_view.gd,139,_build,visual_literal,UNREVIEWED,"var border_rect := _unity_rect(BAR_SIZE, Vector2(1, 0), Vector2(1, 0), Vector2(-120.5, 162.25), Vector2(236, 324), Vector2(0.5, 0.5))"
ui/change_name_view.gd,152,_build,visual_literal,UNREVIEWED,"var confirm_rect := _unity_rect(BAR_SIZE, Vector2(1, 0), Vector2(1, 0), Vector2(-447.7, 79), Vector2(325, 158), Vector2(0.5, 0.5))"
ui/change_name_view.gd,158,_build,visual_literal,UNREVIEWED,"var cancel_rect := _unity_rect(BAR_SIZE, Vector2(1, 0), Vector2(1, 0), Vector2(-705, 79), Vector2(168, 158), Vector2(0.5, 0.5))"
ui/change_name_view.gd,167,_build,visual_literal,UNREVIEWED,"cancel_text.add_theme_color_override(""font_color"", Color(0.8666667, 0.8666667, 0.8, 0))"
ui/change_name_view.gd,193,_layout_prompt,visual_literal,UNREVIEWED,bar.position = (DESIGN_SPACE - bar.size) * 0.5
ui/change_name_view.gd,194,_layout_prompt,visual_literal,UNREVIEWED,"text.position = Vector2(CONTENT_PADDING.x, CONTENT_PADDING.y)"
ui/change_name_view.gd,200,_layout_prompt,visual_literal,UNREVIEWED,"input.position = _unity_rect(text.size, Vector2(0.5, 0), Vector2(0.5, 0),"
ui/change_name_view.gd,201,_layout_prompt,visual_literal,UNREVIEWED,"Vector2(0, -36), INPUT_SIZE, Vector2(0.5, 1)).position"
ui/change_name_view.gd,203,_layout_prompt,visual_literal,UNREVIEWED,"error.position = _unity_rect(text.size, Vector2(0.5, 0.5), Vector2(0.5, 0.5),"
ui/change_name_view.gd,204,_layout_prompt,visual_literal,UNREVIEWED,"Vector2(0, -227), Vector2(324, 48), Vector2(0.5, 0)).position"
ui/change_name_view.gd,222,_stamp_button,visual_literal,UNREVIEWED,icon.position = Vector2.ZERO
ui/change_name_view.gd,276,_apply_layout,visual_literal,UNREVIEWED,child.position = Vector2.ZERO
ui/change_name_view.gd,278,_apply_layout,visual_literal,UNREVIEWED,"child.scale = Vector2(view_size.x / DESIGN_SPACE.x, view_size.y / DESIGN_SPACE.y)"
ui/credits_controller.gd,15,<file>,constant;visual_literal,UNREVIEWED,"const DESIGN_SPACE := Vector2(3840, 2160)"
ui/credits_controller.gd,49,_build_source_surface,visual_literal,UNREVIEWED,"_design.add_child(_texture(""Background"", Rect2(Vector2.ZERO, DESIGN_SPACE), ""bg_2.png""))"
ui/credits_controller.gd,63,_build_source_surface,visual_literal,UNREVIEWED,"var close := _button(""Close"", Rect2(3717.4, 45.6, 80, 82), ""checkbox_bg.png"")"
ui/credits_controller.gd,64,_build_source_surface,visual_literal,UNREVIEWED,"close.add_child(_texture(""x"", Rect2(18.5, 22.5, 43, 37), ""close_2.png""))"
ui/credits_controller.gd,67,_build_source_surface,visual_literal,UNREVIEWED,"_prev = _button(""PageLeft"", Rect2(1636, 1862, 168, 156), ""page_left.png"")"
ui/credits_controller.gd,70,_build_source_surface,visual_literal,UNREVIEWED,"_next = _button(""PageRight"", Rect2(2036, 1862, 168, 156), ""page_right_0.png"")"
ui/credits_controller.gd,143,_layout_design,visual_literal,UNREVIEWED,"_design.scale = Vector2(view_size.x / DESIGN_SPACE.x, view_size.y / DESIGN_SPACE.y)"
ui/credits_group.gd,11,setup,visual_literal,UNREVIEWED,"size = Vector2(1400, 1300)"
ui/credits_group.gd,18,setup,visual_literal,UNREVIEWED,"title.position = Vector2(200, 0)"
ui/credits_group.gd,19,setup,visual_literal,UNREVIEWED,"title.size = Vector2(1000, 50)"
ui/credits_group.gd,27,setup,visual_literal,UNREVIEWED,"separator.position = Vector2(200, 70)"
ui/credits_group.gd,28,setup,visual_literal,UNREVIEWED,"separator.size = Vector2(1000, 28)"
ui/credits_group.gd,43,setup,visual_literal,UNREVIEWED,"row.position = Vector2(0, y)"
ui/credits_group.gd,44,setup,visual_literal,UNREVIEWED,"row.size = Vector2(1400, 52)"
ui/credits_group.gd,45,setup,visual_literal,UNREVIEWED,"row.add_child(_label(""Left"", str(member.get(""job"", """")), Rect2(0, 0, 700, 52), HORIZONTAL_ALIGNMENT_LEFT))"
ui/credits_group.gd,46,setup,visual_literal,UNREVIEWED,"row.add_child(_label(""Right"", str(member.get(""name"", """")), Rect2(700, 0, 700, 52), HORIZONTAL_ALIGNMENT_RIGHT))"
ui/credits_group.gd,60,_label,visual_literal,UNREVIEWED,"view.add_theme_color_override(""font_color"", Color(0.70980394, 0.65882355, 0.46274513, 1.0))"
ui/credits_member.gd,15,setup,visual_literal,UNREVIEWED,"authored_scale: Vector2, authored_rotation: float) -> void:"
ui/credits_member.gd,17,setup,visual_literal,UNREVIEWED,"size = Vector2(272, 356)"
ui/credits_member.gd,18,setup,visual_literal,UNREVIEWED,"position = Vector2(1920 + authored_pos.x - 136, 1080 - authored_pos.y - 178)"
ui/credits_member.gd,23,setup,visual_literal,UNREVIEWED,"add_child(_texture(""bg"", Rect2(0, 0, 272, 356), ""member_bg.png""))"
ui/credits_member.gd,26,setup,visual_literal,UNREVIEWED,"desc.position = Vector2(30, 60)"
ui/credits_member.gd,27,setup,visual_literal,UNREVIEWED,"desc.size = Vector2(212, 236)"
ui/credits_member.gd,35,setup,visual_literal,UNREVIEWED,"_face = _texture(""face"", Rect2(2, 0, 268, 356), ""%s.png"" % face_name)"
ui/credits_member.gd,37,setup,visual_literal,UNREVIEWED,"add_child(_texture(""border"", Rect2(-3, -3, 278, 362), ""member_border.png""))"
ui/credits_page.gd,8,<file>,constant;visual_literal,UNREVIEWED,"const DESIGN_SPACE := Vector2(3840, 2160)"
ui/credits_page.gd,9,<file>,constant;visual_literal,UNREVIEWED,"const SOURCE_GOLD := Color(0.70980394, 0.65882355, 0.46274513, 1.0)"
ui/credits_page.gd,13,<file>,visual_literal,UNREVIEWED,var page_position := 0
ui/credits_page.gd,30,setup_page,visual_literal,UNREVIEWED,"_title = label(""TitleText"", title, Rect2(), 140)"
ui/credits_page.gd,34,setup_page,visual_literal,UNREVIEWED,"var title_width := 420.01 if type == ""developer"" else 560.01"
ui/credits_page.gd,35,setup_page,visual_literal,UNREVIEWED,"_title.position = Vector2((DESIGN_SPACE.x - title_width) * 0.5, 160)"
ui/credits_page.gd,36,setup_page,visual_literal,UNREVIEWED,"_title.size = Vector2(title_width, 200)"
ui/credits_page.gd,37,setup_page,visual_literal,UNREVIEWED,"_title_border.position = Vector2((DESIGN_SPACE.x - title_width - 408.0) * 0.5, 164)"
ui/credits_page.gd,38,setup_page,visual_literal,UNREVIEWED,"_title_border.size = Vector2(title_width + 408.0, 192)"
ui/credits_page.gd,62,previous,empty_body,UNREVIEWED,pass
ui/credits_page.gd,66,next,empty_body,UNREVIEWED,pass
ui/credits_page_contributor.gd,8,<file>,constant,UNREVIEWED,const PAGE_SIZE := 2
ui/credits_page_contributor.gd,21,show_data,visual_literal,UNREVIEWED,"_layout.position = Vector2(170, 470)"
ui/credits_page_contributor.gd,22,show_data,visual_literal,UNREVIEWED,"_layout.size = Vector2(3500, 1300)"
ui/credits_page_contributor.gd,28,set_page_position,visual_literal,UNREVIEWED,"page_position = maxi(0, value)"
ui/credits_page_contributor.gd,38,set_page_position,visual_literal,UNREVIEWED,"view.position = Vector2(slot * 1750 + 175, 0)"
ui/credits_page_developer.gd,11,<file>,visual_literal,UNREVIEWED,"[""小古"", ""小古"", Vector2(-46, 468), -9.616951],"
ui/credits_page_developer.gd,12,<file>,visual_literal,UNREVIEWED,"[""木难"", ""木难"", Vector2(278, 426), 6.463211],"
ui/credits_page_developer.gd,13,<file>,visual_literal,UNREVIEWED,"[""阿铁"", ""阿铁"", Vector2(578, 350), -11.770662],"
ui/credits_page_developer.gd,14,<file>,visual_literal,UNREVIEWED,"[""小阳"", ""小阳"", Vector2(864, 476), -5.989317],"
ui/credits_page_developer.gd,15,<file>,visual_literal,UNREVIEWED,"[""面面"", ""面面"", Vector2(928, 94), 12.059637],"
ui/credits_page_developer.gd,16,<file>,visual_literal,UNREVIEWED,"[""家瑞"", ""崔家瑞"", Vector2(1168, 320), 2.018372],"
ui/credits_page_developer.gd,17,<file>,visual_literal,UNREVIEWED,"[""ZETA"", ""ZETA"", Vector2(919, -295), 27.202093],"
ui/credits_page_developer.gd,18,<file>,visual_literal,UNREVIEWED,"[""TXT"", ""TXT"", Vector2(1219, -340), 15.899176],"
ui/credits_page_developer.gd,19,<file>,visual_literal,UNREVIEWED,"[""思洁"", ""思洁"", Vector2(682, -492), 9.802511],"
ui/credits_page_developer.gd,20,<file>,visual_literal,UNREVIEWED,"[""咕噜"", ""咕噜"", Vector2(394, -370), 2.322964],"
ui/credits_page_developer.gd,21,<file>,visual_literal,UNREVIEWED,"[""韶韶"", ""韶韶"", Vector2(134, -501), 12.149757],"
ui/credits_page_developer.gd,22,<file>,visual_literal,UNREVIEWED,"[""米米"", ""米米"", Vector2(-167, -572), -12.111596],"
ui/credits_page_developer.gd,23,<file>,visual_literal,UNREVIEWED,"[""阿哞"", ""阿哞"", Vector2(-423, -430), -7.124217],"
ui/credits_page_developer.gd,24,<file>,visual_literal,UNREVIEWED,"[""熊猫老师"", ""熊猫老师"", Vector2(-694, -373), -5.909627],"
ui/credits_page_developer.gd,25,<file>,visual_literal,UNREVIEWED,"[""SNOW2"", ""SNOW2"", Vector2(-942, -223), 0.513610],"
ui/credits_page_developer.gd,26,<file>,visual_literal,UNREVIEWED,"[""雨虹"", ""雨虹"", Vector2(-1181, 112), -8.256573],"
ui/credits_page_developer.gd,27,<file>,visual_literal,UNREVIEWED,"[""跑了猫"", ""跑了猫"", Vector2(-904, 418), 4.086205],"
ui/credits_page_developer.gd,28,<file>,visual_literal,UNREVIEWED,"[""小熊猫"", ""小熊猫"", Vector2(-625, 303), -9.397576],"
ui/credits_page_developer.gd,29,<file>,visual_literal,UNREVIEWED,"[""汝月"", ""汝月"", Vector2(-338, 466), -5.296742],"
ui/credits_page_developer.gd,41,show_data,visual_literal,UNREVIEWED,"add_child(texture_rect(""logo"", Rect2(1430, 946, 980, 268), ""logo.png""))"
ui/credits_page_developer.gd,47,show_data,visual_literal,UNREVIEWED,"view.setup(member_key, member, str(row[1]), row[2], Vector2(0.95, 0.95), float(row[3]))"
ui/credits_page_thanks.gd,10,<file>,constant,UNREVIEWED,const DEFAULT_COLUMNS := 3
ui/credits_page_thanks.gd,11,<file>,constant,UNREVIEWED,const DEFAULT_CELL_SIZE := 13
ui/credits_page_thanks.gd,12,<file>,constant,UNREVIEWED,const DEFAULT_PAGE_SIZE := 40
ui/credits_page_thanks.gd,14,<file>,constant,UNREVIEWED,const SOURCE_LINE_HEIGHT := 312.01 / 4.0
ui/credits_page_thanks.gd,29,show_data,visual_literal,UNREVIEWED,"_desc.position = Vector2(170, 480)"
ui/credits_page_thanks.gd,30,show_data,visual_literal,UNREVIEWED,"_desc.size = Vector2(3500, 96.02)"
ui/credits_page_thanks.gd,39,show_data,visual_literal,UNREVIEWED,"_names.position = Vector2(170, 616.02)"
ui/credits_page_thanks.gd,40,show_data,visual_literal,UNREVIEWED,"_names.size = Vector2(3500, 1223.98)"
ui/credits_page_thanks.gd,48,set_page_position,visual_literal,UNREVIEWED,"page_position = clampi(value, 0, maxi(0, _name_pages.size() - 1))"
ui/credits_page_thanks.gd,113,_render_name_page,visual_literal,UNREVIEWED,"view.position = Vector2(x, float(row_index) * SOURCE_LINE_HEIGHT)"
ui/credits_page_thanks.gd,114,_render_name_page,visual_literal,UNREVIEWED,"view.size = Vector2(3500.0 - x, SOURCE_LINE_HEIGHT)"
ui/credits_page_thanks.gd,132,_tmp_to_bbcode,visual_literal,UNREVIEWED,var font_size := roundi(80.0 * float(match.get_string(1)) / 100.0)
ui/esc_game_panel.gd,18,<file>,constant;visual_literal,UNREVIEWED,"const DESIGN_SPACE := Vector2(3840, 2160)"
ui/esc_game_panel.gd,19,<file>,constant;visual_literal,UNREVIEWED,"const BUTTON_GROUP_SIZE := Vector2(1665, 1036)"
ui/esc_game_panel.gd,20,<file>,constant;visual_literal,UNREVIEWED,"const BUTTON_SIZE := Vector2(668, 174)"
ui/esc_game_panel.gd,21,<file>,constant,UNREVIEWED,const BUTTON_STEP := 199.0 # source VerticalLayoutGroup spacing=25.
ui/esc_game_panel.gd,34,apply_source_layout,visual_literal,UNREVIEWED,position = Vector2.ZERO
ui/esc_game_panel.gd,36,apply_source_layout,visual_literal,UNREVIEWED,"scale = Vector2(view_size.x / DESIGN_SPACE.x, view_size.y / DESIGN_SPACE.y)"
ui/esc_game_panel.gd,42,_build_source_tree,visual_literal,UNREVIEWED,esc_panel.position = Vector2.ZERO
ui/esc_game_panel.gd,50,_build_source_tree,visual_literal,UNREVIEWED,"mask.color = Color(0, 0, 0, 0.6509804)"
ui/esc_game_panel.gd,51,_build_source_tree,visual_literal,UNREVIEWED,mask.position = Vector2.ZERO
ui/esc_game_panel.gd,64,_build_source_tree,visual_literal,UNREVIEWED,"background.position = Vector2(0, 0)"
ui/esc_game_panel.gd,65,_build_source_tree,visual_literal,UNREVIEWED,"background.size = BUTTON_GROUP_SIZE + Vector2(0, 40)"
ui/esc_game_panel.gd,71,_build_source_tree,visual_literal,UNREVIEWED,"group.position = Vector2((DESIGN_SPACE.x - BUTTON_GROUP_SIZE.x) * 0.5, (DESIGN_SPACE.y - BUTTON_GROUP_SIZE.y) * 0.5)"
ui/esc_game_panel.gd,81,_build_source_tree,visual_literal,UNREVIEWED,"_add_source_button(group, ""Settings"", captions.SETTINGS.zhCN, Vector2(498.5, 140), BUTTON_SIZE, settings_requested.emit)"
ui/esc_game_panel.gd,82,_build_source_tree,visual_literal,UNREVIEWED,"_add_source_button(group, ""SaveGame"", captions.USER_ARCHIVE_SAVE.zhCN, Vector2(498.5, 339), BUTTON_SIZE, save_requested.emit)"
ui/esc_game_panel.gd,83,_build_source_tree,visual_literal,UNREVIEWED,"_add_source_button(group, ""SaveAndExit"", captions.SAVE_EXIT.zhCN, Vector2(488.5, 538), Vector2(688, 174), main_menu_requested.emit)"
ui/esc_game_panel.gd,84,_build_source_tree,visual_literal,UNREVIEWED,"_add_source_button(group, ""EndGame"", captions.END_GAME.zhCN, Vector2(498.5, 737), BUTTON_SIZE, end_game_requested.emit)"
ui/esc_game_panel.gd,87,_build_source_tree,visual_literal,UNREVIEWED,"close.position = Vector2(1564, 55)"
ui/esc_game_panel.gd,88,_build_source_tree,visual_literal,UNREVIEWED,"close.size = Vector2(75, 78)"
ui/esc_game_panel.gd,98,_build_source_tree,visual_literal,UNREVIEWED,"close_icon.position = Vector2(16, 20.5)"
ui/esc_game_panel.gd,99,_build_source_tree,visual_literal,UNREVIEWED,"close_icon.size = Vector2(43, 37)"
ui/esc_game_panel.gd,108,_add_source_button,visual_literal,UNREVIEWED,"position: Vector2,"
ui/esc_game_panel.gd,130,_add_source_button,visual_literal,UNREVIEWED,"text.position = Vector2((size.x - 540.0) * 0.5, 37)"
ui/esc_game_panel.gd,131,_add_source_button,visual_literal,UNREVIEWED,"text.size = Vector2(540, 100)"
ui/event_prompt_view.gd,12,<file>,constant;visual_literal,UNREVIEWED,"const DESIGN_SIZE := Vector2(3840, 2160)"
ui/event_prompt_view.gd,17,<file>,constant,UNREVIEWED,const MAX_BODY_HEIGHT := 1300.0
ui/event_prompt_view.gd,18,<file>,constant,UNREVIEWED,const MAX_OPTION_BODY_HEIGHT := 1100.0
ui/event_prompt_view.gd,19,<file>,constant,UNREVIEWED,const OPTION_GAP := 20.0
ui/event_prompt_view.gd,22,<file>,constant;visual_literal,UNREVIEWED,"const OPTION_BG_SIZE := Vector2(2705, 0)"
ui/event_prompt_view.gd,23,<file>,constant;visual_literal,UNREVIEWED,"const FULL_RECT := Rect2(38, 52, 2629, 0)"
ui/event_prompt_view.gd,24,<file>,constant;visual_literal,UNREVIEWED,"const BORDER_RECT := Rect2(2454, 0, 250, 323)"
ui/event_prompt_view.gd,25,<file>,constant;visual_literal,UNREVIEWED,"const CONFIRM_RECT := Rect2(2059.5, 0, 325, 158)"
ui/event_prompt_view.gd,26,<file>,constant;visual_literal,UNREVIEWED,"const TEXT_RECT := Rect2(0, 0, 2000, 0)"
ui/event_prompt_view.gd,28,<file>,constant;visual_literal,UNREVIEWED,"const OPTION_ROW_SIZE := Vector2(2000, 112)"
ui/event_prompt_view.gd,29,<file>,constant,UNREVIEWED,const OPTION_ROW_STRIDE := 132.0
ui/event_prompt_view.gd,30,<file>,constant,UNREVIEWED,const OPTION_ROW_Y0 := 0.0
ui/event_prompt_view.gd,31,<file>,constant;visual_literal,UNREVIEWED,"const PORTRAIT_RECT := Rect2(0, 0, 0, 0)"
ui/event_prompt_view.gd,47,<file>,visual_literal,UNREVIEWED,var _last_content_height := -1
ui/event_prompt_view.gd,73,show_prompt,visual_literal,UNREVIEWED,"_portrait.position = Vector2(-_portrait.size.x * 0.5, -_portrait.size.y)"
ui/event_prompt_view.gd,81,clear_prompt,visual_literal,UNREVIEWED,_last_content_height = -1
ui/event_prompt_view.gd,130,_build_canvas,visual_literal,UNREVIEWED,"_panel.position = Vector2((DESIGN_SIZE.x - OPTION_BG_SIZE.x) * 0.5, (DESIGN_SIZE.y - OPTION_BG_SIZE.y) * 0.5)"
ui/event_prompt_view.gd,155,_build_canvas,visual_literal,UNREVIEWED,"var native_size := Vector2(2048, 1560) * (100.0 / 74.963394)"
ui/event_prompt_view.gd,158,_build_canvas,visual_literal,UNREVIEWED,interior.position = -native_size * 0.5
ui/event_prompt_view.gd,183,_build_canvas,visual_literal,UNREVIEWED,"_body.add_theme_color_override(""default_color"", Color(0.86274517, 0.8117648, 0.6039216, 1))"
ui/event_prompt_view.gd,199,_build_canvas,visual_literal,UNREVIEWED,"_portrait.position = Vector2(-PORTRAIT_RECT.size.x * 0.5, -PORTRAIT_RECT.size.y)"
ui/event_prompt_view.gd,236,_show_icons,visual_literal,UNREVIEWED,"portrait.position = Vector2(-portrait.size.x * 0.5, -portrait.size.y)"
ui/event_prompt_view.gd,244,_show_icons,visual_literal,UNREVIEWED,"widget.position = Vector2(0, -entry.pose.x) - widget.pivot_offset"
ui/event_prompt_view.gd,246,_show_icons,visual_literal,UNREVIEWED,widget.scale = Vector2.ONE * 1.8
ui/event_prompt_view.gd,267,_layout_content,visual_literal,UNREVIEWED,"var icon_width := float(icon_count * 400 - maxi(0, icon_count - 1) * 200)"
ui/event_prompt_view.gd,271,_layout_content,visual_literal,UNREVIEWED,var content_width: float = horizontal.sizes[1]
ui/event_prompt_view.gd,292,_layout_content,visual_literal,UNREVIEWED,var inner_height := _panel.size.y - top_padding - 200.0
ui/event_prompt_view.gd,297,_layout_content,visual_literal,UNREVIEWED,"_body.position = Vector2(content_x, top_padding + content_axis.positions[0])"
ui/event_prompt_view.gd,310,_layout_content,visual_literal,UNREVIEWED,"row.position = Vector2(content_x, top_padding + content_axis.positions[1] + rows.positions[i])"
ui/event_prompt_view.gd,316,_layout_content,visual_literal,UNREVIEWED,"_body.position = Vector2(content_x, top_padding + content_axis.positions[1])"
ui/event_prompt_view.gd,328,_layout_content,visual_literal,UNREVIEWED,"slot.position = Vector2(horizontal.positions[0] + 200.0 + icon_index * 200.0,"
ui/event_prompt_view.gd,336,_layout_content,visual_literal,UNREVIEWED,"row.position = Vector2(2045.0 if accepted else 1817.0, _panel.size.y - 79.0)"
ui/event_prompt_view.gd,357,_build_choices,visual_literal,UNREVIEWED,row.position = Vector2(
ui/event_prompt_view.gd,365,_build_choices,visual_literal,UNREVIEWED,"row.add_theme_color_override(""font_color"", Color(""#dccf9c""))"
ui/event_prompt_view.gd,366,_build_choices,visual_literal,UNREVIEWED,"row.add_theme_color_override(""font_hover_color"", Color(""#fff0b6""))"
ui/event_prompt_view.gd,391,_build_choices,visual_literal,UNREVIEWED,"caption.add_theme_color_override(""default_color"", Color(0.8627451, 0.8117647, 0.6039216))"
ui/event_prompt_view.gd,395,_build_choices,visual_literal,UNREVIEWED,"row.size = Vector2(325 if accepted else 168, 158)"
ui/event_prompt_view.gd,401,_build_choices,visual_literal,UNREVIEWED,"caption.add_theme_color_override(""default_color"", Color(0.8666667, 0.8666667, 0.8, 0))"
ui/event_prompt_view.gd,413,_build_confirm,visual_literal,UNREVIEWED,"_confirm_button.add_theme_color_override(""font_color"", Color(""#2b1d12""))"
ui/event_prompt_view.gd,414,_build_confirm,visual_literal,UNREVIEWED,"_confirm_button.add_theme_color_override(""font_hover_color"", Color(""#681f1b""))"
ui/event_prompt_view.gd,479,_row_style,visual_literal,UNREVIEWED,"flat.bg_color = Color(0.12, 0.10, 0.07, 0.86)"
ui/event_prompt_view.gd,480,_row_style,visual_literal,UNREVIEWED,"flat.border_color = Color(0.86, 0.83, 0.62, 0.55)"
ui/event_prompt_view.gd,507,apply_source_layout,visual_literal,UNREVIEWED,"_canvas.scale = Vector2(view_size.x / DESIGN_SIZE.x, view_size.y / DESIGN_SIZE.y)"
ui/gallery_card_info.gd,12,<file>,constant;visual_literal,UNREVIEWED,"const DESIGN_SPACE := Vector2(3840, 2160)"
ui/gallery_card_info.gd,13,<file>,constant;visual_literal,UNREVIEWED,"const PLOTS_RECT := Rect2(0, 228, 1300, 1930)"
ui/gallery_card_info.gd,14,<file>,constant;visual_literal,UNREVIEWED,"const CARD_INFO_RECT := Rect2(1210, 191.005, 2630, 1946.73)"
ui/gallery_card_info.gd,15,<file>,constant;visual_literal,UNREVIEWED,"const PLOTS_GROUP_RECT := Rect2(217, 512, 900, 1170)"
ui/gallery_card_info.gd,17,<file>,constant;visual_literal,UNREVIEWED,"const TAG_GRID_CELL := Vector2(365, 120)"
ui/gallery_card_info.gd,18,<file>,constant,UNREVIEWED,const TAG_GRID_COLUMNS := 3
ui/gallery_card_info.gd,19,<file>,constant,UNREVIEWED,const TAG_GRID_LEFT_PADDING := -70.0
ui/gallery_card_info.gd,20,<file>,constant;visual_literal,UNREVIEWED,"const ATTRIBUTE_ITEM_SIZE := Vector2(60, 40)"
ui/gallery_card_info.gd,21,<file>,constant;visual_literal,UNREVIEWED,"const ATTRIBUTE_SPACING := Vector2(20, 10)"
ui/gallery_card_info.gd,65,_build_ui,visual_literal,UNREVIEWED,"_place(_design, Rect2(Vector2.ZERO, DESIGN_SPACE), background)"
ui/gallery_card_info.gd,89,_layout_design,visual_literal,UNREVIEWED,"_design.scale = Vector2(view_size.x / DESIGN_SPACE.x, view_size.y / DESIGN_SPACE.y)"
ui/gallery_card_info.gd,97,_build_identity,visual_literal,UNREVIEWED,"_place(plots, Rect2(571.45, 247, 435.55, 72.02), name_label)"
ui/gallery_card_info.gd,98,_build_identity,visual_literal,UNREVIEWED,"name_label.scale = Vector2(2, 2)"
ui/gallery_card_info.gd,103,_build_identity,visual_literal,UNREVIEWED,"_place(plots, Rect2(707, 391.5, 300, 36.01), title)"
ui/gallery_card_info.gd,117,_build_plots,visual_literal,UNREVIEWED,"list.custom_minimum_size = Vector2(880, 0)"
ui/gallery_card_info.gd,128,_build_plots,visual_literal,UNREVIEWED,"button.custom_minimum_size = Vector2(850, 100)"
ui/gallery_card_info.gd,135,_build_plots,visual_literal,UNREVIEWED,"_place(button, Rect2(50, 0, 800, 100), highlight)"
